title,company,location,salary_min,salary_max,job_type,work_type,description,province,source
Strategic Core Account Executive CPG Databricks,Databricks,Ohio,0,0,FULLTIME,Remote,"Strategic Core Account Executive - CPG, Remote - Ohio. Join us! Together we can use data to solve the challenges of tomorrow.<br/><br/>Please mention the word **SIMPLIFIED** and tag RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2 when applying to show you read the job post completely (#RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Remote/Worldwide,RemoteOK
Junior Crypto Analyst & Trader,WhiteBridge-Ltd,,70000,90000,FULLTIME,Remote,"<div class=""vacancy-intro""><div class=""vacancy-intro""><p>WhiteBridge-Ltd is a young and rapidly developing company working in the field of digital markets and analytics. We bring together enterprising people who want to master modern approaches to trading, analysis and decision-making in a dynamic market environment.</p><p>We are currently looking for aÂ <strong>Junior Crypto Analyst &amp; Trader</strong>, a novice specialist who is ready to complete training, perform real trading operations and develop under the guidance of experienced mentors.</p></div><div class=""vacancy-block""><h3>Your Responsibilities</h3><ul><li>Execution and support of trading operations on digital markets.</li><li>Tracking asset dynamics and market trends.</li><li>Maintaining internal records on transactions and statistics.</li><li>Analyzing market data, news, and charts for decision-making.</li><li>Work with analytical tools and participate in discussions with a team of traders.</li><li>The gradual formation and improvement of your own trading strategy.</li></ul></div><div class=""vacancy-block""><h3>What We Offer</h3><ul><li>Working for a young and growing international company.</li><li>Remote format â you can work from anywhere in the world.</li><li>Flexible schedule â up to 20 hours per week, convenient to combine with study or main activity.</li><li>Learning from scratch â all processes and trading tools are mastered with a mentor.</li><li>The opportunity for professional growth and transition to more advanced levels.</li></ul></div><div class=""vacancy-block""><h3>Ideal Candidate Profile</h3><ul><li>Genuine interest in crypto markets, blockchain technology, or financial trading â curiosity is more important than prior experience.</li><li>Readiness to learn quickly, adapt, and develop new skills from zero.</li><li>Careful, accurate and attentive to detail â especially when handling real market operations.</li><li>Able to work independently, manage time effectively, and stay organized in a remote role.</li><li>Responsible, reliable, and committed to following through on tasks.</li><li>Motivated to improve and grow within the company.</li><li>English level B2 or above â required to understand analytics, educational materials, tools, and international news.</li></ul></div></div><br/><br/>Please mention the word **ELAN** and tag RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2 when applying to show you read the job post completely (#RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Remote/Worldwide,RemoteOK
Associate Payroll & Billing Specialist,G-P,India,0,0,FULLTIME,Remote,"<p style=""line-height: 1.5;""><strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 12pt; color: rgb(40, 40, 40);"">About Us</span></strong></p>
<p style=""line-height: 1.5;""><span style=""font-family: arial, helvetica, sans-serif; color: rgb(40, 40, 40); font-size: 12pt;"">Our leading SaaS-based Global Employment Platformâ¢ enables clients to expand into over 180 countries quickly and efficiently, without the complexities of establishing local entities. At G-P, we're dedicated to breaking down barriers to global business and creating opportunities for everyone, everywhere.</span></p>
<p style=""line-height: 1.5;""><span style=""font-family: arial, helvetica, sans-serif; color: rgb(40, 40, 40); font-size: 12pt;"">Our diverse, remote-first teams are essential to our success. We empower our Dream Team members with flexibility and resources, fostering an environment where innovation thrives and every contribution is valued and celebrated.</span></p>
<p style=""line-height: 1.5;""><span style=""font-family: arial, helvetica, sans-serif; color: rgb(40, 40, 40); font-size: 12pt;"">The work you do here will positively impact lives around the world. We stand by our promise: Opportunity Made Possible. In addition to competitive compensation and benefits, we invite you to join us in expanding your skills and helping to reshape the future of work.</span></p>
<p style=""line-height: 1.5;""><span style=""font-family: arial, helvetica, sans-serif; color: rgb(40, 40, 40); font-size: 12pt;"">At G-P, we assist organizations in building exceptional global teams in days, not monthsâstreamlining the hiring, onboarding, and management process to unlock growth potential for all.</span></p><p></p>
<p data-pm-slice=""1 3 []"">As an&nbsp;<strong>Associate Payroll &amp; Billing Specialist</strong>, you will be assisting the billing team in the processing and invoicing of payroll &amp; expenses for our clients as we on-board<br/><br/>Please mention the word **LUXURIOUSLY** and tag RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2 when applying to show you read the job post completely (#RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Remote/Worldwide,RemoteOK
Payments &amp; Billing Operations Analyst,Automatiq,Remote,0,0,FULLTIME,Remote,"<p>The Payments &amp; Billing Operations Analyst plays a key role in managing billing operations, collections, supporting payments processes, and mitigating payment-related discrepancies all while maintaining excellent customer service and compliance with operational standards. The role is a part of the finance team, reporting to the Billing and Collections Manager and involves collaboration with multiple teams to help make system improvements.</p>\n<p></p><p><br></p><b>Responsibilities </b><div>
<p><strong>Billing &amp; Collections:</strong></p>
<ul>
<li>
<p>Manage day-to-day invoicing, payment tracking, payments adjustments, and review processes.</p>
</li>
<li>
<p>Perform audits to ensure the accuracy and timeliness of payments; address discrepancies promptly.</p>
</li>
<li>
<p>Support management to streamline billing and collection processes and improve efficiency, leveraging automation where applicable.</p>
</li>
<li>
<p>Maintain collections systems, including notifications for late payments and tracking mechanisms.</p>
</li>
</ul>
<div>
<p><strong>Customer Support:</strong></p>
<ul>
<li>
<p>Serve as the primary contact for customer inquiries related to billing, payments, adjustments, penalties, and discrepancies.</p>
</li>
<li>
<p>Maintain service level agreements (SLA) for response and resolution times.</p>
</li>
<li>
<p>Escalate complex issues requiring higher-level intervention.</p>
</li>
<li>
<p>Monitor and document trends in customer inquiries to proactively identify and resolve systemic issues.</p>
</li>
<li>
<p>Conduct weekly follow-ups with marketplaces regarding outstanding credits or unresolved cases.</p>
</li>
<li>
<p>Engage in regular correspondence with sellers regarding outstanding A/R</p>
</li>
</ul>
<div>
<p><strong>Team Collaboration &amp; Leadership:</strong></p>
<ul>
<li>
<p>Provide support to Billing and Collections Manager for daily invoicing, collection efforts, payments adjustments and audits.</p>
</li>
<li>
<p>Document processes and create standard operating procedures (SOPs) for internal training and operational efficiency.</p>
</li>
<li>
<p>Participate in weekly meetings and bi-weekly 1:1s with management to report progress and address challenges.</p>
</li>
<li>
<p>Coordinate with cross-functional teams, including Accounting, Support, and Loss Mitigation, to resolve escalations and improve processes.</p>
</li>
</ul>
</div>
</div>
</div><p><br></p><b>Core Qualifications </b><div>
<ul>
<li>
<p>2-3&nbsp; years of experience in customer-facing roles, billing, collection, or payment-related functions.</p>
</li>
<li>
<p>Excellent problem-solving and high-level analytical skills.</p>
</li>
<li>
<p>Ability to multitask and adapt to dynamic team needs.</p>
</li>
<li>
<p>Strong organizational skills with a high level of attention to detail.</p>
</li>
<li>
<p>Proficiency with tools such as Google Workspace (Docs, Sheets, Drive), Jira, monday.com, Intercom, Excel, and other tracking systems.</p>
</li>
<li>
<p>Strong communication skills, maintaining professionalism and respect in all interactions.</p>
</li>
<li>
<p>Self-motivated and capable of working independently and collaboratively.</p>
</li>
</ul>
<ul>
<li>
<p>Experience in the entertainment or ticketing industry preferred.</p>
</li>
<li>
<p>Familiarity with systems like Hyperwallet, Bill.com, and Salesforce preferred.</p>
</li>
<li>
<p>Background in operational or technical workflows preferred.</p>
</li>
</ul>
</div><p><br></p><p></p>\n<div>$50,000 - $60,000 a year</div><small><div>
<p><span style=""color: #000000;"">This role is also eligible for an annual discretionary bonus. </span></p>
<p><span style=""color: #000000;"">Please refer to our Careers page to learn more about some of the benefits we offer.</span></p>
</div></small>\n<p>
</p><p>
</p><p><strong style=""font-size: 18px;"">About Us</strong></p>
<p>&nbsp;</p>
<p>Automatiq is the leading all-in-one software platform in the live event ticketing world, serving resellers of all sizes. Our technology suite streamlines the entire ticket resale process, from effortlessly listing tickets on multiple exchanges to dynamically adjusting prices based on market shifts, and even ensuring tickets reach event-goers promptly.&nbsp;</p>
<p>&nbsp;</p>
<p>We are data-driven and customer-obsessed as we work to solve interesting and complicated challenges in a fast-growing global market. We are equally relentless in maximizing our teamâs career goals and aspirations by building a company of people who share the same drive and passion. If you are looking for a culture based on great people, technical excellence, and continued growth â where your contributions and ideas really do make a difference â come join us at Automatiq!</p>
<p>&nbsp;</p>
<p>Automatiq is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.</p>
<p>&nbsp;</p>
<p><strong>Fair Chance Notice for California Applicants</strong></p>
<p>&nbsp;</p>
<p>Automatiq considers qualified applicants with arrest or conviction records. Criminal history disclosure or background checks occur only after a conditional job offer.&nbsp;A criminal history may have a direct, adverse, and negative relationship with the following duties of the role:</p>
<p>&nbsp;</p>
<p>âAccess to transaction data, privileged information, proprietary information, etc.</p>
<p>âInteractions with customers, employees, vendors, agents, and third parties.</p>
<p>&nbsp;</p>
<p>Such a history may potentially result in the withdrawal of a conditional offer of employment. If a conviction directly related to the job raises concerns, candidates will have the opportunity to explain circumstances surrounding the conviction, provide mitigating evidence, or dispute the background report.</p>
<p></p>
<p></p><br/><br/>Please mention the word **GENIUS** and tag RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2 when applying to show you read the job post completely (#RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Remote/Worldwide,RemoteOK
Biology AI Training Expert,Anyone AI,Amsterdam ,0,40,FULLTIME,Remote,"<ul style=""min-height:1.5em""><li><p style=""min-height:1.5em""><strong>Location: </strong>Remote</p></li><li><p style=""min-height:1.5em""><strong>Type: </strong>Contract / Part-time</p></li><li><p style=""min-height:1.5em""><strong>Commitment: </strong>20 hours per week</p></li><li><p style=""min-height:1.5em""><strong>Compensation:</strong> Up to 40 USD / hr</p></li><li><p style=""min-height:1.5em""><strong>Project duration:</strong> <strong>2 months</strong>, with potential extension</p></li><li><p style=""min-height:1.5em""><strong>Availability: </strong>Immediate start</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>About the role</strong></h2><p style=""min-height:1.5em"">We create high-quality STEM training data for frontier AI models used by leading AI labs to improve model reasoning in scientific domains.</p><p style=""min-height:1.5em"">We are seeking experts in Biology to create challenging, deterministic problems with exactly one verifiable correct answer. Problems should reflect authentic scientific and analytical workflows and be submitted with complete, verified solutions.</p><p style=""min-height:1.5em"">Depending on specialization, work may include molecular biology, genetics, systems biology, computational biology, bioinformatics, or adjacent quantitative biology fields.</p><p style=""min-height:1.5em""></p><h2><strong>What youâll do</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Design advanced biology problems that challenge frontier AI systems</p></li><li><p style=""min-height:1.5em"">Create deterministic tasks with one correct answer</p></li><li><p style=""min-height:1.5em"">Submit complete, verified solutions</p></li><li><p style=""min-height:1.5em"">Build problems involving experimental reasoning, biological systems, computational analysis, or bioinformatics workflows</p></li><li><p style=""min-height:1.5em"">Use Python and, when relevant, specialized biology or bioinformatics tools</p></li><li><p style=""min-height:1.5em"">Ensure high standards of rigor, reproducibility, and technical clarity</p></li></ul><p style=""min-height:1.5em""></p><h2><strong>What weâre looking for</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Bachelor's, Masterâs or PhD in Biology or a related life sciences field</p></li><li><p style=""min-height:1.5em"">Research or industry experience involving computational or quantitative biological analysis</p></li><li><p style=""min-height:1.5em"">Strong Python skills; experience with data analysis or bioinformatics workflows preferred</p></li><li><p style=""min-height:1.5em"">Strong reasoning ability and comfort with multi-step scientific problem solving</p></li><li><p style=""min-height:1.5em"">Ability to create original, difficult problems grounded in real biological practice</p></li><li><p style=""min-height:1.5em"">Clear written English and strong attention to detail</p><p style=""min-height:1.5em""></p></li></ul><h2><strong>Nice to have</strong></h2><ul style=""min-height:1.5em""><li><p style=""min-height:1.5em"">Experience with bioinformatics toolkits, genomics workflows, structural biology tools, or computational biology methods</p></li><li><p style=""min-height:1.5em"">Experience designing technical assessments or scientific challenge problems</p></li><li><p style=""min-height:1.5em"">Cross-disciplinary experience spanning biology and computation</p></li></ul><br/><br/>Please mention the word **INFALLIBILITY** and tag RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2 when applying to show you read the job post completely (#RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Remote/Worldwide,RemoteOK
Data Analyst,World Golf Tour (WGT),San Francisco,75000,125000,FULLTIME,Remote,"<p style=""min-height:1.5em""><strong>Role</strong></p><p style=""min-height:1.5em"">World Golf Tour is seeking a Data Analyst to join our Product team. In this critical role, you will be the custodian of our data, organizing insights, and analyzing telemetry to support strategic business decisions. You will focus on developing and maintaining dashboards and analysis reports, collaborating across the studio and closely with the Product team to provide actionable insights that help drive the business. This role emphasizes strong data stewardship, visualization and statistical analysis.</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>Responsibilities</strong></p><p style=""min-height:1.5em"">Â· Clean, validate, and prepare datasets for analysis, including resolving issues regarding missing, inconsistent, or novel data</p><p style=""min-height:1.5em"">Â· Perform exploratory data analysis to identify trends, patterns, and anomalies that inform business decisions</p><p style=""min-height:1.5em"">Â· Develop and maintain dashboards, reports, and visualizations using tools such as Amplitude, Power BI, or Excel</p><p style=""min-height:1.5em"">Â· Translate analytical findings into clear, actionable insights for both technical and non-technical stakeholders</p><p style=""min-height:1.5em"">Â· Partner with business teams (e.g., marketing, product, finance) to understand data needs and deliver relevant analyses</p><p style=""min-height:1.5em"">Â· Support ad hoc analysis and deep dives to answer specific business questions or identify opportunities</p><p style=""min-height:1.5em"">Â· Ensure compliance with data governance, privacy, and security standards</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>Experience and Skills</strong></p><p style=""min-height:1.5em"">Â· Bachelorâs degree in Data Analytics, Statistics, Mathematics, Computer Science, Economics, or a related quantitative field</p><p style=""min-height:1.5em"">Â· 2â4 years of experience in a data analyst or similar role, preferably in game or software development</p><p style=""min-height:1.5em"">Â· Strong proficiency in SQL for data querying and manipulation</p><p style=""min-height:1.5em"">Â· Experience with data analysis tools/languages such as Python or R</p><p style=""min-height:1.5em"">Â· Advanced proficiency in Excel (e.g., pivot tables, formulas, data modeling)</p><p style=""min-height:1.5em"">Â· Experience with data visualization tools (e.g., Tableau, Power BI)</p><p style=""min-height:1.5em"">Â· Strong proficiency in statistical methodologies and data analysis</p><p style=""min-height:1.5em"">Â· Strong problem-solving and critical thinking skills</p><p style=""min-height:1.5em"">Â· Excellent communication skills, with the ability to present complex data in a clear and concise manner</p><p style=""min-height:1.5em""></p><p style=""min-height:1.5em""><strong>Preferred Qualifications</strong></p><p style=""min-height:1.5em"">Â· Experience with data warehousing concepts and tools (e.g., Snowflake, Redshift, BigQuery)</p><p style=""min-height:1.5em"">Â· Familiarity with ETL processes and data pipeline development</p><p style=""min-height:1.5em"">Â· Knowledge of basic machine learning or predictive analytics techniques</p><p style=""min-height:1.5em"">Â· Experience working in game development</p><p style=""min-height:1.5em"">Â· Understanding of data governance and privacy regulations</p><p style=""min-height:1.5em"">Â· Experience in a fast-paced, cross-functional environment<br /></p><p style=""min-height:1.5em""><strong>About Us</strong></p><p style=""min-height:1.5em""><strong>World Golf Tour</strong> is a leader in online golf, delivering the most realistic and immersive virtual golf experience to players around the globe. We are best known for our core product <strong>WGT Golf</strong>, a free-to-play golf game that has set the standard for virtual golf since its launch in 2008. Renowned for its photorealistic recreations of iconic courses such as Pebble Beach, The Old Course at St Andrews, and Quail Hollow Club, the game combines authentic course imagery with precise swing mechanics and multiplayer competition to offer an experience trusted by millions.</p><br/><br/>Please mention the word **ENRAPTURE** and tag RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2 when applying to show you read the job post completely (#RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Remote/Worldwide,RemoteOK
Bilingual Customer Success Manager,Acuity Insights,,0,0,FULLTIME,Remote,"<p>Customer success with purpose: protect retention, fuel growth, and drive real impact in higher education.</p><p>In this role, you'll own a portfolio of French-speaking partners in higher education, mostly health profession programs in medicine, nursing, and allied health. You'll guide them through their admissions cycle, protect and grow revenue, and build the kind of relationships where partners call you first and refer you to peers. That means helping partners get real value from our growing assessment suite, including Casper, our flagship situational judgment test that helps programs see the whole applicant beyond grades and GPAs, and Video Interviews, our newest tool that gives programs deeper, more authentic applicant insight at scale, as we expand what we offer and deepen how partners use it.</p><p>You'll be joining at a natural inflection point for the team. As we've grown, so has the complexity of what great Customer Success looks like at Acuity, and we're maturing the function to match. That means more structure, more proactive motion, and a sharper focus on value, risk, and expansion. Not just maintaining relationships, but understanding what's actually happening in an account and taking action to move things forward.</p><p>The work also has stakes beyond the product. The programs you support are making important decisions about who to admit and how to support students. That impact ripples outward in ways most CS roles don't.</p><p>This is a fully remote role open to candidates based anywhere in Canada.</p>What You'll Be Walking Into<p>Some things are already in place. You'll inherit a portfolio of established partner relationships, a product with real credibility in the market, and a team that cares deeply about the work and the people they serve.</p><p>Some things are still being built. Playbooks are maturing. Processes are being defined. The way we manage account health, structure renewals, and approach expansion is getting sharper, and you'll be part of making that happen.</p><p>That balance is intentional. This isn't a role where everything is figured out, and you're slotting into a fixed system. It's a role where your judgment, initiative, and ownership will shape how things work, not just for your portfolio, but for the team.</p><p>If you need a fully defined playbook before you can operate effectively, this will be a hard fit. If you're energized by building structure where it doesn't yet exist and seeing the results of that work, you'll find a lot of room to make an impact here.</p>What You'll Be Accountable ForProtecting and growing your book of business<p>You'll own a portfolio of partners in higher education with a focus on French-speaking programs, primarily in medicine, nursing, and allied health. Your accountability is to the outcomes of that portfolio: retention, health, and growth.</p><p>That means:</p><ul><li>Leading renewal conversations and ensuring partners continue to see value in the product year over year</li><li>Identifying expansion opportunities and guiding partners toward new tools that support their goals</li><li>Managing account health proactively, not just responding to problems, but sensing risk before it becomes churn</li></ul>Being a trusted partner, not just a point of contact<p>Supporting French-speaking programs isn't just about language. It's about understanding the culture, context, and pressures that shape how they work. You'll build the kind of relationships where partners call you first, refer you to peers, and feel genuinely understood.</p>Bringing the outside in<p>Your partners will tell you things that matter to the business, about the product, the market, what's working, and what isn't. You'll make sure that intelligence reaches Product, Sales, and Engineering in a form that's useful and actionable.</p>Contributing to how we build the function<p>We're evolving. You'll help shape playbooks, share what you're learning, and contribute to how Customer Success at Acuity gets better over time.</p>What Success Looks Like (6â12 Months In)<ul><li>You're fully ramped, with renewal readiness in place and retention metrics on track across your portfolio</li><li>Expansion conversations are embedded in your renewal motion, with upsell opportunities surfaced and pilots guided into paid adoption</li><li>Partners in your portfolio feel genuinely understood and supported; you're hearing referrals and trust signals back</li><li>You're recognized internally as a clear advocate for French-speaking partners, with your insights actively shaping product and GTM conversations</li><li>You're contributing to the team, not just working alongside it</li></ul>Who This Role Is (and Isn't) For<p>This role is built for someone who takes ownership, moves with urgency, and doesn't wait for perfect conditions to act.</p><p>You'll likely thrive here if:</p><ul><li>You take full ownership of outcomes, not just tasks. When something needs to happen, you drive it, and you stay engaged until there's a clear result.</li><li>You're genuinely curious about your partners. You go beyond what's being said to understand what's really going on, and you act on what you find.</li><li>You're comfortable in ambiguity. You've worked in environments where things weren't fully defined and found ways to move forward, communicate clearly, and keep the partner experience from suffering.</li><li>You communicate directly and constructively. You have real examples of resetting expectations, pushing back on unrealistic asks, and delivering difficult news in a way that kept trust intact.</li><li>You connect signals to decisions. When something changes in an account, you don't just notice it; you interpret it, form a point of view, and act on it.</li><li>You talk about your work in terms of partner outcomes. Not just what you did, but what it meant for them and why it mattered.</li></ul><p>This role probably isn't the right fit if:</p><ul><li>You tend to describe activity without reflecting on what it meant or what you learned from it.</li><li>You default to escalating or waiting for direction when things are unclear, rather than forming a point of view and moving forward.</li><li>You rely on a fully defined process or complete data before you feel ready to act.</li><li>Your instinct in difficult conversations is to smooth things over rather than address them directly.</li><li>You prefer a stable, predictable environment where the scope and expectations are well established.</li></ul>What You Bring<p>You've done this kind of work before, whether in customer success, account management, sales, consulting, or implementation, in a high-growth SaaS or professional services environment. What matters most is what you've seen and done, not how long you've been doing it.</p><ul><li>You've directly owned a portfolio of customers, at least 10 at a time, in a medium or high-touch motion.Â </li><li>You've been accountable for retention and growth outcomes, not just activity. You've managed renewals, expansion conversations, and customer health in a meaningful way.</li><li>You've operated with autonomy in a remote environment, without needing to be managed closely to stay effective.</li><li>You're fluent in French and English, genuinely bilingual, not conversational. You've supported French-speaking clients and understand that serving this market is about culture and context, not just translation.</li><li>You've worked with a CRM and/or Customer Success platform. Salesforce and ChurnZero experience is a plus.</li><li>You're available to support customers across North American time zones and can travel to conferences or visit partners at least once per quarter.</li></ul>How We Support You<ul><li>Fair, transparent salary. The hiring salary for this role is $80,000â$85,000 CAD base, plus a $10,000 variable component tied to retention outcomes. The final offer will reflect experience, scope, market alignment, and internal equity.</li><li>Learning that grows with you. A $3,000 annual learning budget to invest in your development.</li><li>Shared success. Access to employee stock options, so you share in the value you help create.</li><li>Remote-first work. Fully remote within Canada, with up to six weeks per year to work internationally.</li><li>Time to rest and reset. Self-directed vacation (most teammates take 4â6 weeks annually), monthly Acuity Days (a collective Friday off), plus a two-week company-wide closure each December.</li><li>Comprehensive care. Health benefits from day one for you and your dependents.</li><li>Future-focused support. A 2% GRSP matching program to help you plan ahead.</li><li>Support for growing families. A 16-week parental leave top-up beyond EI, available to all parents.</li></ul>What Happens After You Apply<p>We review every application carefully, looking for people who are caring, curious, driven, and resilient. Whether you apply directly, are referred, or connect through a recruiter or hiring manager, you'll receive equal consideration.</p><p>We don't use AI to evaluate applications, though you may be automatically screened out if you don't meet baseline requirements (e.g. Canadian residency and valid work authorization). In some interviews, AI may help with note-taking, but all evaluations and decisions are made by real humans.</p><p>Our interviews are two-way conversations. We want to understand your career, abilities, and goals, and help you assess whether this opportunity and team are the right fit for you.</p><p>Steps in the Process</p><p>Our hiring process typically takes 2â4 weeks from initial conversation to final decision.</p><ul><li>Application Review. A real person reviews your application for potential fit.</li><li>Intro Chat. An informal conversation with our recruiter to explore your career path, goals, and what you're looking for, while giving you a chance to learn about Acuity Insights.</li><li>Hiring Manager Conversation. A deeper dive into your customer success experience and approach with the leader who is hiring for this role.</li><li>Team Conversations. You'll meet 1:1 with future teammates to assess alignment and ways of working. One of these conversations will be conducted primarily in French.</li><li>Decision. The hiring manager reviews feedback and typically makes a decision within 2â4 business days.</li><li>Offer &amp; Reference Checks. If it's a match, we move to offer, pending a digital reference check.</li></ul>Life at Acuity Insights<p>We're a remote-first team of 140+ people who care deeply about our work and about each other.</p><p>Our culture is intentionally designed. As we've grown, we've made deliberate choices about how we work together, prioritizing trust, flexibility, and a sustainable pace so people can do meaningful work over the long term.</p><p>That commitment has been recognized externally. Acuity Insights has been named one of Canada's Top Small &amp; Medium Employers for the second consecutive year, reflecting our focus on building a strong, people-first environment.</p><p>Day to day, that shows up in how we collaborate:</p><ul><li>High trust and autonomy in how work gets done</li><li>Thoughtful, async-friendly communication across a distributed team</li><li>Space for deep work, balanced with intentional moments of connection</li><li>A culture grounded in care, curiosity, and shared purpose</li></ul><p>As we continue to grow, we're focused on maintaining that balance, building a company where people can do their best work and grow over time, without losing what makes the environment feel human.</p>About Acuity Insights<p>Acuity Insights builds products that help higher education institutions make better decisions about people, from admissions through to development.</p><p>Our work is grounded in a simple idea: that people are more than their grades, and that potential can be understood and developed, not just measured.</p><p>Our Casper situational judgment test (SJT), created by researchers at McMaster University, has been completed by over 1 million applicants and is one of the most widely used open-response SJTs in higher education, backed by nearly 20 years of research.</p><p>Today, we are evolving our products to better connect assessment, insight, and development, helping institutions not just identify potential, but actively support its growth over time.</p><br/><br/>Please mention the word **PROFICIENT** and tag RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2 when applying to show you read the job post completely (#RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Remote/Worldwide,RemoteOK
Data Scientist Claim Experience Analytics,Extend,"Remote, US",0,0,FULLTIME,Remote,"<div><p><strong>About Extend:</strong></p>
<div>
<div>Extend is revolutionizing the post-purchase experience for retailers and their customers by providing merchants with AI-driven solutions that enhance customer satisfaction and drive revenue growth. Our comprehensive platform offers automated customer service handling, seamless returns/exchange management, end-to-end automated fulfillment, and product protection and shipping protection alongside Extend's best-in-class fraud detection. By integrating leading-edge technology with exceptional customer service, Extend empowers businesses to build trust and loyalty among consumers while reducing costs and increasing profits.</div>
<div><br>Today, Extend works with more than 1,000 leading merchant partners across industries, including fashion/apparel, cosmetics, furniture, jewelry, consumer electronics, auto parts, sports and fitness, and much more. Extend is backed by some of the most prominent technology investors in the industry, and our headquarters is in downtown San Francisco.</div>
</div></div><div><p><strong>About the Role:</strong></p>
<p>You will be part of Extend's Claim Experience Analytics team within our centralized Risk, Analytics and Data Science team, focused on balancing the user experience and operational efficiency through process and product enhancements for our end-to-end claim platform. If you're excited about breaking down complexity and ambiguity into quantifiable impact and exploring emerging AI capabilities, you'll thrive on our team.</p>
<p><strong>What You'll Be Doing:</strong></p>
<ul>
<li>Identify high-impact opportunities to improve claim operations, servicing and fulfillment processes by analyzing trends, surfacing gaps, and delivering recommendations to enhance user experience while managing operational costs effectively.&nbsp;</li>
<li>Monitor usage trends and anomalies in claim process, measure impact of new product features, and&nbsp; evaluate and iterate AI driven solutions to optimize agent behaviors and ensure stability of agent interactions&nbsp;&nbsp;</li>
<li>Cultivate a data-driven culture with your skill for storytelling with data, translate analyses into clear, compelling narratives and visualizations that enable informed decision-making across stakeholders.</li>
<li>Partner widely with Analytics, Operations, Product and Engineering to optimize claim intake, adjudication and fulfillment product features for excellent customer experi</div><br/><br/>Please mention the word **GOLD** and tag RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2 when applying to show you read the job post completely (#RMjYwNzpmZWE4Ojg3MWU6OTYwMDo2NTJjOjIzZDk6MzQ5MjplNGY2). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",Remote/Worldwide,RemoteOK
